ServiceID,CarID,Date_of_Service,ServiceType,Cost_of_Service
S36331,C12052,04/06/2025,Suspension Check,338.0
S36334,C12053,08/10/2024,Brake Replacement,68.0
S36335,C12053,20/06/2025,Brake Replacement,50.0
S36337,C12054,17/11/2021,Tire Replacement,282.0
S36350,C12059,20/12/2024,Brake Replacement,55.0
S36353,C12059,06/11/2022,Oil Change,69.0
S36367,C12065,29/06/2022,Coolant Flush,88.0
S36393,C12075,06/04/2025,Air Filter Replacement,70.0
S36395,C12075,06/08/2023,Clutch Replacement,289.0
S36412,C12082,13/11/2020,Air Filter Replacement,127.0
S36414,C12082,02/07/2024,Clutch Replacement,296.0
S36416,C12082,30/03/2023,Suspension Check,488.0
S36423,C12084,03/07/2022,Brake Replacement,392.0
S36444,C12089,29/03/2022,Major Service,149.0
S36445,C12089,16/09/2023,Oil Change,279.0
S36448,C12089,13/08/2024,Wheel Alignment,315.0
S36452,C12091,09/12/2020,Air Filter Replacement,165.0
S36454,C12093,02/08/2024,Coolant Flush,418.0
S36455,C12093,02/07/2025,Tire Replacement,158.0
S36457,C12093,10/02/2021,Clutch Replacement,267.0
S36487,C12102,08/01/2021,Battery Replacement,460.0
S36492,C12104,21/06/2023,Wheel Alignment,465.0
S36495,C12105,12/03/2025,Major Service,167.0
S36497,C12105,05/06/2025,Wheel Alignment,152.0
S36499,C12105,20/02/2023,Suspension Check,354.0
S36517,C12111,16/07/2024,Coolant Flush,289.0
S36518,C12111,28/07/2024,Wheel Alignment,478.0
S36519,C12111,15/03/2021,Battery Replacement,155.0
S36531,C12115,04/09/2021,Spark Plug Replacement,457.0
S36540,C12118,10/06/2025,Air Filter Replacement,78.0
S36542,C12118,13/09/2021,Spark Plug Replacement,328.0
S36559,C12125,23/06/2024,Suspension Check,57.0
S36560,C12125,10/08/2023,Air Filter Replacement,284.0
S36561,C12125,30/07/2023,Brake Replacement,405.0
S36581,C12131,28/09/2022,Air Filter Replacement,488.0
S36582,C12131,20/08/2021,Tire Replacement,383.0
S36583,C12131,28/10/2021,Brake Replacement,67.0
S36600,C12137,26/06/2025,Air Filter Replacement,261.0
S36601,C12137,22/01/2023,Suspension Check,367.0
S36615,C12141,27/07/2025,Major Service,159.0
S36616,C12141,31/08/2021,Air Filter Replacement,67.0
S36618,C12142,12/01/2023,Brake Replacement,380.0
S36624,C12144,18/11/2022,Battery Replacement,217.0
S36625,C12144,29/05/2023,Spark Plug Replacement,70.0
S36627,C12144,06/01/2021,Air Filter Replacement,471.0
S36629,C12145,05/07/2023,Wheel Alignment,169.0
S36630,C12145,29/07/2024,Transmission Check,106.0
S36631,C12145,15/06/2025,Spark Plug Replacement,68.0
S36637,C12147,14/11/2022,Brake Replacement,437.0
S36651,C12152,13/12/2024,Brake Replacement,475.0
S36652,C12152,18/08/2023,Spark Plug Replacement,395.0
S36653,C12152,26/09/2023,Coolant Flush,463.0
S36663,C12154,31/12/2020,Clutch Replacement,101.0
S36666,C12155,14/11/2021,Spark Plug Replacement,474.0
S36667,C12155,14/04/2022,Air Filter Replacement,319.0
S36668,C12155,27/09/2024,Wheel Alignment,430.0
S36679,C12158,15/06/2025,Tire Replacement,349.0
S36685,C12161,12/03/2021,Transmission Check,322.0
S36686,C12161,28/01/2025,Spark Plug Replacement,78.0
S36687,C12161,27/09/2021,Spark Plug Replacement,284.0
S36694,C12164,31/03/2021,Spark Plug Replacement,327.0
S36696,C12164,18/06/2023,Battery Replacement,58.0
S36697,C12164,11/03/2023,Spark Plug Replacement,305.0
S36717,C12170,07/08/2024,Wheel Alignment,115.0
S36718,C12170,31/05/2022,Battery Replacement,362.0
S36726,C12173,28/05/2022,Oil Change,308.0
S36728,C12173,14/06/2025,Clutch Replacement,131.0
S36729,C12173,30/05/2024,Tire Replacement,369.0
S36759,C12182,23/03/2024,Battery Replacement,321.0
S36760,C12182,22/03/2024,Spark Plug Replacement,415.0
S36777,C12188,28/02/2023,Brake Replacement,174.0
S36778,C12188,31/01/2024,Clutch Replacement,312.0
S36832,C12201,19/11/2023,Battery Replacement,382.0
S36873,C12213,09/09/2023,Battery Replacement,446.0
S36874,C12213,26/06/2021,Oil Change,133.0
S36881,C12217,22/05/2022,Oil Change,469.0
S36882,C12217,27/08/2023,Coolant Flush,224.0
S36885,C12217,07/06/2023,Spark Plug Replacement,139.0
S36899,C12224,12/06/2024,Brake Replacement,150.0
S36901,C12224,25/12/2020,Spark Plug Replacement,319.0
S36902,C12224,13/01/2025,Suspension Check,290.0
S36922,C12230,08/09/2023,Air Filter Replacement,227.0
S36923,C12230,02/03/2021,Suspension Check,389.0
S36924,C12230,13/11/2020,Coolant Flush,377.0
S36926,C12231,17/10/2024,Wheel Alignment,95.0
S36927,C12231,14/07/2023,Major Service,493.0
S36928,C12232,04/07/2022,Battery Replacement,489.0
S36930,C12234,09/10/2023,Brake Replacement,91.0
S36937,C12236,08/06/2025,Battery Replacement,174.0
S36950,C12241,01/04/2021,Suspension Check,457.0
S36952,C12241,21/01/2025,Brake Replacement,425.0
S36973,C12249,26/04/2023,Brake Replacement,266.0
S36978,C12251,28/07/2022,Major Service,101.0
S37005,C12262,09/12/2023,Oil Change,455.0
S37018,C12268,24/08/2021,Transmission Check,164.0
S37072,C12284,12/06/2022,Major Service,56.0
S37074,C12286,17/08/2025,Oil Change,80.0
S37075,C12287,13/12/2020,Major Service,264.0
S37076,C12287,20/02/2024,Major Service,271.0
S37077,C12287,16/12/2022,Major Service,376.0
S37089,C12291,31/03/2025,Transmission Check,422.0
S37090,C12291,05/02/2022,Spark Plug Replacement,348.0
S37093,C12291,07/03/2022,Transmission Check,361.0
S37100,C12293,09/08/2025,Air Filter Replacement,309.0
S37115,C12297,26/07/2023,Wheel Alignment,358.0
S37171,C12316,26/02/2023,Transmission Check,159.0
S37191,C12325,01/03/2021,Oil Change,399.0
S37229,C12336,08/01/2023,Tire Replacement,228.0
S37230,C12336,21/12/2022,Wheel Alignment,102.0
S37231,C12336,04/08/2022,Coolant Flush,456.0
S37248,C12341,09/05/2021,Tire Replacement,324.0
S37249,C12341,13/03/2022,Tire Replacement,435.0
S37250,C12341,11/11/2022,Brake Replacement,254.0
S37253,C12342,13/06/2024,Suspension Check,56.0
S37267,C12348,25/08/2023,Tire Replacement,429.0
S37270,C12349,26/02/2022,Wheel Alignment,214.0
S37275,C12351,07/10/2023,Oil Change,498.0
S37278,C12352,28/04/2024,Clutch Replacement,301.0
S37281,C12352,29/10/2021,Oil Change,153.0
S37284,C12354,27/02/2023,Transmission Check,84.0
S37286,C12355,20/11/2023,Suspension Check,216.0
S37287,C12355,21/10/2020,Brake Replacement,196.0
S37288,C12355,05/06/2021,Tire Replacement,234.0
S37299,C12359,11/12/2020,Spark Plug Replacement,71.0
S37311,C12363,05/12/2020,Spark Plug Replacement,56.0
S37321,C12366,16/04/2021,Air Filter Replacement,237.0
S37339,C12372,12/02/2025,Transmission Check,421.0
S37340,C12372,06/12/2022,Wheel Alignment,373.0
S37341,C12372,11/11/2022,Oil Change,479.0
S37349,C12377,31/05/2022,Clutch Replacement,159.0
S37381,C12386,04/05/2025,Wheel Alignment,96.0
S37388,C12388,26/02/2024,Suspension Check,243.0
S37423,C12401,30/05/2021,Coolant Flush,167.0
S37442,C12408,12/03/2023,Major Service,342.0
S37465,C12415,08/07/2023,Clutch Replacement,456.0
S37466,C12415,11/09/2024,Transmission Check,162.0
S37467,C12415,02/07/2025,Suspension Check,109.0
S37476,C12419,12/03/2023,Transmission Check,492.0
S37489,C12424,05/06/2022,Coolant Flush,294.0
S37491,C12426,28/07/2024,Spark Plug Replacement,435.0
S37492,C12426,11/10/2024,Clutch Replacement,313.0
S37493,C12426,26/08/2024,Air Filter Replacement,149.0
S37499,C12427,24/12/2022,Air Filter Replacement,347.0
S37510,C12430,11/03/2023,Clutch Replacement,234.0
S37511,C12430,24/03/2021,Clutch Replacement,400.0
S37512,C12430,25/01/2022,Spark Plug Replacement,430.0
S37533,C12436,31/03/2025,Spark Plug Replacement,269.0
S37547,C12441,12/06/2023,Tire Replacement,319.0
S37548,C12442,24/09/2024,Major Service,255.0
S37549,C12442,25/01/2023,Clutch Replacement,254.0
S37551,C12442,09/05/2025,Battery Replacement,217.0
S37622,C12466,18/03/2025,Wheel Alignment,309.0
S37630,C12470,24/05/2023,Suspension Check,100.0
S37645,C12476,19/03/2024,Tire Replacement,376.0
S37658,C12482,07/11/2022,Clutch Replacement,115.0
S37660,C12482,04/05/2021,Coolant Flush,423.0
S37667,C12484,25/10/2023,Major Service,310.0
S37668,C12484,18/05/2021,Brake Replacement,394.0
S37674,C12487,01/12/2022,Tire Replacement,296.0
S37675,C12488,09/11/2021,Clutch Replacement,310.0
S37677,C12488,28/03/2025,Major Service,304.0
S37678,C12488,22/03/2023,Spark Plug Replacement,103.0
S37680,C12489,25/08/2022,Battery Replacement,129.0
S37694,C12493,21/07/2021,Transmission Check,235.0
S37708,C12497,11/06/2025,Wheel Alignment,403.0
S37709,C12497,16/05/2024,Wheel Alignment,223.0
S37710,C12497,08/08/2021,Spark Plug Replacement,303.0
S37716,C12499,04/03/2024,Suspension Check,127.0
S37735,C12506,02/04/2021,Major Service,145.0
S37759,C12513,09/01/2022,Air Filter Replacement,147.0
S37766,C12515,23/10/2024,Suspension Check,342.0
S37768,C12515,06/06/2021,Battery Replacement,456.0
S37796,C12525,14/12/2023,Brake Replacement,228.0
S37797,C12526,14/09/2024,Suspension Check,383.0
S37829,C12537,18/05/2021,Brake Replacement,77.0
S37836,C12540,11/04/2024,Wheel Alignment,340.0
S37837,C12540,29/12/2021,Clutch Replacement,397.0
S37859,C12548,17/04/2023,Wheel Alignment,488.0
S37860,C12548,17/08/2022,Oil Change,175.0
S37861,C12548,28/06/2021,Major Service,273.0
S37870,C12552,24/04/2021,Spark Plug Replacement,203.0
S37871,C12552,16/10/2021,Brake Replacement,192.0
S37889,C12559,11/06/2022,Major Service,303.0
S37903,C12565,08/08/2022,Wheel Alignment,495.0
S37908,C12567,30/01/2022,Air Filter Replacement,66.0
S37910,C12567,08/08/2021,Tire Replacement,250.0
S37930,C12574,26/08/2025,Clutch Replacement,274.0
S37931,C12574,23/10/2020,Brake Replacement,218.0
S37932,C12574,26/10/2020,Major Service,486.0
S37933,C12575,02/02/2021,Oil Change,215.0
S37935,C12575,27/12/2024,Brake Replacement,188.0
S37939,C12576,27/12/2023,Coolant Flush,270.0
S37940,C12576,02/10/2022,Air Filter Replacement,408.0
S37941,C12576,24/03/2022,Battery Replacement,124.0
S37956,C12582,27/04/2024,Wheel Alignment,401.0
S37973,C12587,12/07/2021,Wheel Alignment,78.0
S37974,C12587,07/09/2023,Brake Replacement,466.0
S37975,C12587,24/10/2021,Major Service,402.0
S37981,C12590,07/05/2025,Brake Replacement,366.0
S37982,C12590,02/10/2024,Battery Replacement,487.0
S38004,C12598,18/11/2023,Transmission Check,81.0
S38005,C12598,01/09/2020,Transmission Check,335.0
S38023,C12605,17/07/2022,Coolant Flush,109.0
S38025,C12605,24/03/2022,Coolant Flush,326.0
S38037,C12609,31/07/2023,Spark Plug Replacement,282.0
S38038,C12610,20/09/2024,Battery Replacement,379.0
S38039,C12610,03/04/2022,Transmission Check,247.0
S38040,C12610,28/05/2022,Major Service,435.0
S38052,C12614,22/04/2023,Air Filter Replacement,72.0
S38053,C12614,26/02/2021,Wheel Alignment,241.0
S38063,C12617,16/12/2020,Wheel Alignment,148.0
S38066,C12618,13/06/2024,Battery Replacement,82.0
S38084,C12623,10/01/2023,Suspension Check,423.0
S38088,C12624,18/05/2025,Spark Plug Replacement,213.0
S38098,C12628,19/10/2023,Tire Replacement,114.0
S38099,C12628,08/08/2023,Suspension Check,394.0
S38101,C12628,02/03/2024,Oil Change,402.0
S38109,C12631,20/05/2023,Battery Replacement,74.0
S38122,C12636,26/03/2025,Tire Replacement,288.0
S38125,C12636,02/12/2022,Major Service,466.0
S38134,C12640,17/05/2024,Brake Replacement,298.0
S38138,C12641,07/03/2022,Air Filter Replacement,228.0
S38139,C12641,03/12/2021,Suspension Check,222.0
S38141,C12643,25/07/2024,Suspension Check,476.0
S38164,C12651,29/01/2021,Major Service,490.0
S38166,C12651,22/01/2024,Clutch Replacement,258.0
S38185,C12657,23/07/2023,Brake Replacement,231.0
S38186,C12657,31/01/2024,Major Service,302.0
S38195,C12660,07/08/2024,Coolant Flush,309.0
S38196,C12660,26/07/2023,Wheel Alignment,215.0
S38208,C12663,29/08/2025,Air Filter Replacement,493.0
S38210,C12663,12/11/2022,Wheel Alignment,81.0
S38236,C12672,17/02/2022,Suspension Check,462.0
S38259,C12679,07/09/2022,Oil Change,188.0
S38266,C12681,31/12/2020,Battery Replacement,216.0
S38267,C12682,28/05/2021,Spark Plug Replacement,279.0
S38268,C12682,05/01/2021,Transmission Check,131.0
S38269,C12682,01/04/2024,Transmission Check,277.0
S38280,C12688,28/05/2025,Coolant Flush,162.0
S38285,C12690,10/12/2023,Spark Plug Replacement,89.0
S38287,C12690,07/05/2022,Suspension Check,386.0
S38291,C12692,04/04/2022,Brake Replacement,107.0
S38319,C12702,12/11/2022,Air Filter Replacement,230.0
S38320,C12702,15/10/2020,Major Service,271.0
S38321,C12703,09/01/2025,Wheel Alignment,114.0
S38342,C12711,31/08/2022,Wheel Alignment,325.0
S38343,C12711,04/01/2023,Tire Replacement,107.0
S38344,C12711,05/10/2021,Air Filter Replacement,350.0
S38387,C12725,02/07/2023,Clutch Replacement,274.0
S38388,C12725,29/01/2024,Air Filter Replacement,106.0
S38391,C12725,03/08/2025,Transmission Check,169.0
S38404,C12729,17/09/2020,Suspension Check,241.0
S38410,C12733,11/09/2021,Air Filter Replacement,193.0
S38411,C12733,30/04/2023,Clutch Replacement,147.0
S38412,C12733,15/10/2020,Coolant Flush,450.0
S38413,C12734,20/04/2024,Clutch Replacement,435.0
S38421,C12740,17/05/2022,Coolant Flush,463.0
S38422,C12740,15/08/2023,Tire Replacement,420.0
S38459,C12751,29/08/2024,Air Filter Replacement,130.0
S38474,C12754,14/10/2024,Spark Plug Replacement,488.0
S38486,C12758,18/12/2023,Brake Replacement,468.0
S38487,C12759,07/05/2023,Battery Replacement,219.0
S38491,C12761,06/11/2020,Coolant Flush,147.0
S38493,C12761,06/03/2024,Wheel Alignment,490.0
S38495,C12762,15/12/2022,Transmission Check,361.0
S38533,C12774,28/02/2024,Major Service,206.0
S38534,C12774,12/09/2022,Spark Plug Replacement,193.0
S38535,C12774,01/02/2021,Coolant Flush,78.0
S38548,C12782,08/11/2023,Coolant Flush,470.0
S38550,C12784,13/10/2024,Wheel Alignment,489.0
S38551,C12784,24/09/2020,Coolant Flush,330.0
S38566,C12790,30/07/2022,Suspension Check,91.0
S38568,C12791,06/01/2021,Major Service,160.0
S38569,C12791,15/12/2020,Suspension Check,466.0
S38572,C12792,09/11/2023,Air Filter Replacement,288.0
S38574,C12792,05/04/2022,Wheel Alignment,266.0
S38575,C12792,06/01/2022,Battery Replacement,147.0
S38576,C12793,20/04/2023,Major Service,311.0
S38577,C12793,25/12/2020,Major Service,495.0
S38578,C12793,11/02/2025,Major Service,437.0
S38580,C12794,21/05/2025,Brake Replacement,233.0
S38581,C12794,26/09/2023,Wheel Alignment,154.0
S38583,C12794,27/11/2023,Major Service,220.0
S38590,C12797,10/02/2023,Air Filter Replacement,235.0
S38591,C12797,24/01/2024,Air Filter Replacement,63.0
S38599,C12801,29/04/2024,Transmission Check,483.0
S38605,C12803,22/04/2025,Oil Change,193.0
S38607,C12803,23/01/2021,Major Service,416.0
S38613,C12806,28/11/2020,Spark Plug Replacement,354.0
S38641,C12815,13/01/2021,Air Filter Replacement,148.0
S38644,C12815,24/09/2022,Battery Replacement,306.0
S38677,C12825,20/08/2025,Suspension Check,475.0
S38679,C12825,10/03/2022,Oil Change,478.0
S38692,C12830,24/09/2022,Suspension Check,149.0
S38694,C12830,15/03/2025,Battery Replacement,289.0
S38695,C12830,01/11/2020,Suspension Check,90.0
S38698,C12831,21/08/2023,Coolant Flush,66.0
S38699,C12831,22/08/2021,Oil Change,169.0
S38700,C12832,12/09/2023,Coolant Flush,446.0
S38701,C12832,07/05/2023,Battery Replacement,183.0
S38719,C12839,08/12/2023,Air Filter Replacement,377.0
S38722,C12839,14/03/2023,Clutch Replacement,204.0
S38743,C12846,13/01/2021,Tire Replacement,488.0
S38745,C12846,20/03/2021,Coolant Flush,158.0
S38746,C12846,16/09/2023,Spark Plug Replacement,439.0
S38771,C12855,24/06/2023,Suspension Check,272.0
S38773,C12855,24/10/2022,Brake Replacement,329.0
S38787,C12860,26/11/2023,Wheel Alignment,242.0
S38802,C12866,31/12/2024,Brake Replacement,380.0
S38804,C12866,22/03/2021,Major Service,496.0
S38805,C12866,02/12/2022,Air Filter Replacement,82.0
S38848,C12884,27/04/2023,Spark Plug Replacement,102.0
S38849,C12884,07/01/2025,Brake Replacement,405.0
S38882,C12893,08/10/2023,Battery Replacement,285.0
S38883,C12893,26/10/2022,Brake Replacement,207.0
S38889,C12895,09/09/2024,Suspension Check,296.0
S38892,C12896,09/11/2023,Coolant Flush,384.0
S38894,C12896,26/03/2022,Brake Replacement,63.0
S38895,C12897,28/11/2021,Tire Replacement,189.0
S38905,C12900,17/02/2023,Spark Plug Replacement,352.0
S38908,C12901,03/09/2022,Wheel Alignment,280.0
S38915,C12904,15/08/2025,Clutch Replacement,496.0
S38916,C12904,24/04/2021,Brake Replacement,481.0
S38938,C12910,02/12/2021,Battery Replacement,101.0
S38939,C12910,28/12/2021,Spark Plug Replacement,208.0
S38949,C12914,07/12/2022,Major Service,178.0
S38950,C12914,25/06/2023,Suspension Check,364.0
S38952,C12914,01/11/2024,Brake Replacement,60.0
S38955,C12916,06/02/2024,Spark Plug Replacement,130.0
S38956,C12916,13/01/2024,Wheel Alignment,428.0
S38957,C12916,01/07/2024,Air Filter Replacement,188.0
S38963,C12918,29/09/2021,Wheel Alignment,434.0
S38964,C12918,21/11/2022,Transmission Check,386.0
S39014,C12934,16/04/2024,Brake Replacement,149.0
S39015,C12934,20/09/2022,Major Service,274.0
S39025,C12937,11/04/2021,Tire Replacement,82.0
S39026,C12937,19/02/2022,Suspension Check,449.0
S39027,C12937,31/01/2024,Tire Replacement,184.0
S39054,C12946,09/07/2021,Oil Change,133.0
S39055,C12946,20/11/2020,Spark Plug Replacement,434.0
S39057,C12947,25/11/2024,Oil Change,272.0
S39083,C12957,24/06/2024,Brake Replacement,450.0
S39084,C12958,04/12/2024,Wheel Alignment,290.0
S39085,C12959,16/12/2021,Air Filter Replacement,247.0
S39087,C12959,13/11/2020,Spark Plug Replacement,168.0
S39088,C12960,21/03/2022,Major Service,371.0
S39090,C12960,25/06/2024,Coolant Flush,154.0
S39110,C12967,26/06/2021,Spark Plug Replacement,479.0
S39111,C12967,17/12/2020,Brake Replacement,274.0
S39113,C12968,04/05/2022,Wheel Alignment,477.0
S39114,C12969,15/05/2021,Clutch Replacement,375.0
S39115,C12969,17/06/2023,Major Service,76.0
S39116,C12969,03/08/2021,Battery Replacement,75.0
S39118,C12970,15/10/2020,Air Filter Replacement,359.0
S39149,C12982,11/11/2023,Tire Replacement,54.0
S39167,C12987,21/01/2023,Coolant Flush,268.0
S39168,C12987,18/08/2025,Transmission Check,458.0
S39188,C12994,19/07/2025,Wheel Alignment,86.0
S39189,C12995,29/08/2024,Suspension Check,255.0
S39190,C12995,22/10/2020,Oil Change,196.0
S39192,C12996,29/09/2020,Wheel Alignment,425.0
S39193,C12996,19/09/2021,Wheel Alignment,149.0
S39218,C13005,23/05/2022,Clutch Replacement,161.0
S39220,C13006,13/10/2023,Coolant Flush,246.0
S39221,C13006,31/07/2021,Clutch Replacement,202.0
S39239,C13014,08/08/2022,Tire Replacement,157.0
S39257,C13020,25/11/2023,Air Filter Replacement,271.0
S39258,C13020,20/09/2023,Tire Replacement,175.0
S39259,C13020,16/04/2025,Transmission Check,470.0
S39266,C13023,16/07/2023,Oil Change,454.0
S39267,C13023,02/09/2021,Wheel Alignment,81.0
S39268,C13023,15/03/2021,Brake Replacement,455.0
S39271,C13024,23/10/2024,Air Filter Replacement,139.0
S39297,C13033,23/08/2024,Clutch Replacement,79.0
S39298,C13033,29/10/2022,Air Filter Replacement,433.0
S39306,C13035,23/09/2023,Battery Replacement,451.0
S39307,C13035,11/06/2021,Oil Change,269.0
S39308,C13035,11/03/2025,Tire Replacement,175.0
S39311,C13036,03/05/2021,Major Service,312.0
S39325,C13040,06/04/2024,Transmission Check,235.0
S39326,C13041,24/07/2021,Air Filter Replacement,409.0
S39327,C13041,30/11/2020,Coolant Flush,377.0
S39328,C13041,05/02/2024,Major Service,330.0
S39346,C13048,01/04/2023,Spark Plug Replacement,370.0
S39348,C13048,13/03/2024,Oil Change,433.0
S39349,C13049,02/12/2020,Coolant Flush,368.0
S39350,C13049,13/12/2022,Air Filter Replacement,303.0
S39387,C13063,29/07/2024,Coolant Flush,362.0
S39388,C13063,26/08/2025,Oil Change,487.0
S39391,C13063,10/05/2025,Tire Replacement,248.0
S39414,C13070,14/03/2024,Major Service,255.0
S39442,C13078,07/01/2023,Oil Change,277.0
S39444,C13078,29/09/2021,Brake Replacement,481.0
S39445,C13078,22/12/2022,Battery Replacement,188.0
S39464,C13085,27/03/2023,Suspension Check,350.0
S39465,C13085,05/04/2022,Major Service,278.0
S39499,C13095,09/11/2020,Major Service,277.0
S39502,C13096,25/03/2022,Air Filter Replacement,200.0
S39504,C13098,16/12/2023,Wheel Alignment,478.0
S39507,C13098,23/09/2024,Oil Change,389.0
S39509,C13099,07/08/2021,Battery Replacement,239.0
S39517,C13100,16/04/2024,Brake Replacement,302.0
S39530,C13105,01/11/2023,Clutch Replacement,479.0
S39531,C13105,16/01/2024,Brake Replacement,169.0
S39569,C13119,01/07/2023,Oil Change,54.0
S39570,C13119,27/07/2023,Major Service,430.0
S39571,C13119,05/02/2025,Coolant Flush,108.0
S39576,C13121,10/06/2023,Coolant Flush,79.0
S39577,C13121,24/01/2023,Air Filter Replacement,131.0
S39578,C13121,25/08/2025,Air Filter Replacement,368.0
S39604,C13130,14/06/2025,Transmission Check,363.0
