AccidentID,CarID,Date_of_Accident,Description,Cost_of_Repair,Severity
A41385,C27523,26/08/2022,Collision with pole,2957.0,Severe
A41386,C27523,15/03/2025,Front bumper scrape,3446.0,Major
A41390,C27525,04/02/2021,Side panel scratch,1813.0,Moderate
A41391,C27525,29/12/2020,Door dent from tight parking,2610.0,Minor
A41392,C27525,13/07/2022,Minor fender bender,240.0,Major
A41410,C27536,04/11/2024,Tire puncture during accident,3185.0,Severe
A41411,C27536,27/04/2024,Tire puncture during accident,4333.0,Minor
A41412,C27536,21/12/2022,Accident on slippery road,4911.0,Minor
A41416,C27539,12/08/2025,Door dent from tight parking,1531.0,Major
A41417,C27540,21/12/2022,Collision with pole,1514.0,Moderate
A41427,C27546,28/03/2023,Side panel scratch,2958.0,Moderate
A41428,C27546,01/05/2022,Minor parking lot accident,176.0,Severe
A41429,C27546,19/05/2021,Side panel scratch,4426.0,Minor
A41444,C27555,04/11/2022,Scratched paint on rear bumper,3684.0,Major
A41445,C27555,02/08/2025,Collision with pole,2501.0,Moderate
A41446,C27555,08/03/2023,Front-end collision,430.0,Severe
A41447,C27556,15/05/2024,Scratched paint on rear bumper,4301.0,Moderate
A41454,C27562,01/02/2024,Side swipe from passing vehicle,2646.0,Severe
A41455,C27563,02/10/2024,Door dent from tight parking,534.0,Severe
A41456,C27563,23/09/2023,Front bumper scrape,4496.0,Minor
A41457,C27563,28/11/2021,Front-end collision,1256.0,Moderate
A41463,C27566,01/11/2020,Accident on slippery road,4285.0,Minor
A41464,C27566,11/04/2025,Collision with pole,4173.0,Severe
A41465,C27566,19/07/2025,Minor parking lot accident,1433.0,Moderate
A41468,C27569,21/02/2024,Side panel scratch,3817.0,Minor
A41469,C27569,26/09/2024,Hood dent from minor crash,1060.0,Major
A41470,C27569,22/05/2022,Door dent from tight parking,3053.0,Severe
A41477,C27573,13/04/2022,Rear bumper collision,1609.0,Severe
A41478,C27573,22/02/2023,Windshield damage,1680.0,Moderate
A41493,C27581,31/10/2024,Door dent from tight parking,936.0,Severe
A41494,C27581,26/09/2020,Side panel scratch,238.0,Major
A41495,C27584,11/11/2023,Front-end collision,2198.0,Major
A41496,C27584,14/02/2021,Parking lot scrape,382.0,Severe
A41500,C27588,29/01/2023,Rear-end hit at traffic light,196.0,Minor
A41501,C27588,08/10/2023,Parking lot scrape,4367.0,Major
A41505,C27591,20/11/2021,Minor fender bender,513.0,Moderate
A41506,C27591,18/09/2024,Hood dent from minor crash,2183.0,Moderate
A41526,C27601,15/08/2021,Door dent from tight parking,3489.0,Minor
A41532,C27605,04/10/2020,Minor fender bender,2195.0,Moderate
A41533,C27605,21/05/2022,Collision with pole,4543.0,Moderate
A41534,C27605,28/10/2023,Rear quarter panel dent,3802.0,Severe
A41546,C27613,22/10/2020,Windshield damage,4106.0,Minor
A41547,C27613,21/10/2023,Fender scratch from curb,4819.0,Severe
A41548,C27613,18/11/2022,Damage from pothole incident,2264.0,Severe
A41549,C27614,25/07/2025,Door dent from tight parking,4131.0,Severe
A41550,C27614,13/01/2022,Accident on slippery road,4481.0,Major
A41551,C27614,31/07/2022,Head-on collision,2501.0,Major
A41555,C27617,14/02/2024,Scratched paint on rear bumper,1192.0,Severe
A41556,C27617,01/03/2023,Front bumper scrape,4400.0,Moderate
A41557,C27617,12/11/2023,Parking lot scrape,3689.0,Severe
A41560,C27619,10/08/2022,Minor fender bender,164.0,Moderate
A41561,C27620,07/11/2024,Damage from pothole incident,1408.0,Minor
A41566,C27624,08/02/2025,Windshield damage,1252.0,Moderate
A41567,C27624,20/12/2024,Side mirror broken,2579.0,Minor
A41568,C27624,18/10/2021,Parking lot scrape,3675.0,Moderate
A41572,C27628,30/04/2024,Scratched paint on rear bumper,3062.0,Moderate
A41575,C27631,01/09/2022,Door dent from tight parking,3079.0,Major
A41579,C27634,13/01/2021,Front bumper scrape,2852.0,Severe
A41580,C27634,03/01/2023,Rear quarter panel dent,4082.0,Severe
A41585,C27637,11/01/2024,Tire puncture during accident,1438.0,Minor
A41586,C27637,08/12/2022,Fender scratch from curb,4820.0,Major
A41588,C27639,18/05/2021,Side swipe from passing vehicle,872.0,Severe
A41589,C27639,26/01/2024,Windshield damage,500.0,Severe
A41590,C27639,12/06/2024,Door dent from tight parking,1555.0,Major
A41591,C27640,05/02/2025,Minor fender bender,3079.0,Major
A41592,C27640,22/10/2022,Rear quarter panel dent,497.0,Moderate
A41602,C27648,14/11/2024,Minor collision at roundabout,1129.0,Minor
A41603,C27648,06/07/2023,Door dent from tight parking,602.0,Major
A41606,C27652,11/12/2024,Parking lot scrape,910.0,Minor
A41607,C27652,08/06/2023,Tire puncture during accident,417.0,Major
A41610,C27654,14/08/2022,Scratched paint on rear bumper,789.0,Moderate
A41611,C27654,25/07/2024,Minor fender bender,1476.0,Moderate
A41618,C27659,02/02/2025,Parking lot scrape,1671.0,Minor
A41620,C27661,12/02/2023,Minor parking lot accident,4389.0,Major
A41621,C27661,09/07/2024,Side swipe from passing vehicle,1406.0,Minor
A41622,C27663,09/10/2020,Front bumper scrape,212.0,Minor
A41623,C27663,21/03/2022,Head-on collision,1954.0,Minor
A41629,C27667,06/05/2021,Windshield damage,3774.0,Major
A41630,C27667,06/01/2025,Rear-end hit at traffic light,4418.0,Severe
A41631,C27670,26/02/2023,Rear bumper collision,2939.0,Major
A41638,C27678,24/01/2023,Damage from pothole incident,3671.0,Severe
A41639,C27678,12/06/2024,Minor fender bender,1299.0,Minor
A41640,C27678,08/10/2020,Side swipe from passing vehicle,1566.0,Minor
A41643,C27680,01/09/2023,Tire puncture during accident,1348.0,Major
A41644,C27681,19/11/2024,Minor fender bender,1320.0,Minor
A41654,C27687,19/02/2022,Tire puncture during accident,251.0,Moderate
A41655,C27689,01/04/2025,Front-end collision,454.0,Minor
A41667,C27698,25/03/2021,Rear-end hit at traffic light,1620.0,Severe
A41668,C27698,31/01/2022,Damage from pothole incident,2793.0,Moderate
A41669,C27698,25/06/2025,Side panel scratch,4310.0,Severe
A41672,C27700,28/05/2021,Head-on collision,3584.0,Severe
A41673,C27701,22/10/2024,Rear bumper collision,4150.0,Severe
A41674,C27701,16/11/2024,Side swipe from passing vehicle,1773.0,Moderate
A41675,C27701,14/12/2020,Side swipe from passing vehicle,4511.0,Minor
A41683,C27708,03/09/2022,Collision with pole,3434.0,Severe
A41698,C27718,23/08/2025,Scratched paint on rear bumper,2877.0,Major
A41699,C27720,28/01/2021,Parking lot scrape,3349.0,Minor
A41700,C27720,09/06/2025,Side mirror broken,1801.0,Major
A41701,C27720,02/11/2024,Fender scratch from curb,4454.0,Major
A41702,C27721,29/01/2023,Accident on slippery road,3777.0,Severe
A41703,C27722,06/07/2023,Scratched paint on rear bumper,4064.0,Severe
A41704,C27722,26/11/2022,Head-on collision,375.0,Minor
A41705,C27722,12/08/2024,Minor fender bender,2689.0,Minor
A41718,C27728,16/01/2023,Hood dent from minor crash,1094.0,Minor
A41719,C27728,09/01/2022,Side panel scratch,2492.0,Major
A41720,C27728,30/03/2025,Fender scratch from curb,3218.0,Moderate
A41724,C27733,26/10/2020,Side swipe from passing vehicle,2305.0,Moderate
A41728,C27736,12/12/2022,Collision with pole,4297.0,Severe
A41729,C27736,12/01/2023,Scratched paint on rear bumper,4896.0,Major
A41730,C27738,25/09/2020,Side panel scratch,294.0,Severe
A41731,C27738,30/09/2020,Scratched paint on rear bumper,2682.0,Minor
A41733,C27740,28/09/2021,Side panel scratch,4530.0,Minor
A41742,C27744,23/05/2024,Windshield damage,4052.0,Minor
A41743,C27744,03/02/2023,Side panel scratch,4323.0,Severe
A41744,C27744,03/06/2021,Damage from pothole incident,4894.0,Moderate
A41748,C27746,05/05/2024,Damage from pothole incident,1410.0,Minor
A41749,C27746,03/08/2022,Rear-end hit at traffic light,3089.0,Major
A41750,C27746,24/03/2024,Front-end collision,2203.0,Major
A41775,C27768,03/04/2021,Head-on collision,2309.0,Severe
A41776,C27768,11/08/2022,Fender scratch from curb,1191.0,Major
A41777,C27768,08/09/2021,Rear-end hit at traffic light,1953.0,Minor
A41781,C27771,27/05/2025,Side panel scratch,1460.0,Severe
A41782,C27771,20/11/2024,Scratched paint on rear bumper,1601.0,Moderate
A41783,C27772,01/04/2023,Parking lot scrape,2667.0,Minor
A41787,C27775,02/05/2024,Side swipe from passing vehicle,3893.0,Moderate
A41791,C27777,22/09/2020,Windshield damage,366.0,Minor
A41792,C27777,20/11/2023,Scratched paint on rear bumper,3499.0,Moderate
A41793,C27779,21/01/2025,Tire puncture during accident,864.0,Severe
A41794,C27779,25/08/2024,Rear quarter panel dent,1267.0,Minor
A41795,C27779,27/05/2024,Minor parking lot accident,4226.0,Moderate
A41803,C27785,13/10/2020,Minor parking lot accident,1689.0,Major
A41804,C27785,21/02/2021,Accident on slippery road,2902.0,Major
A41805,C27785,14/02/2025,Front-end collision,257.0,Moderate
A41811,C27790,27/04/2024,Head-on collision,4045.0,Minor
A41812,C27792,13/10/2023,Hood dent from minor crash,295.0,Moderate
A41813,C27792,25/06/2022,Side panel scratch,3807.0,Major
A41822,C27803,18/06/2025,Accident on slippery road,2383.0,Severe
A41826,C27805,20/06/2022,Parking lot scrape,1631.0,Severe
A41827,C27805,11/12/2021,Minor fender bender,1115.0,Moderate
A41828,C27805,05/05/2021,Parking lot scrape,4479.0,Major
A41829,C27806,27/12/2020,Accident on slippery road,2186.0,Minor
A41830,C27806,08/09/2021,Front bumper scrape,1518.0,Major
A41831,C27808,09/02/2025,Minor fender bender,2058.0,Moderate
A41832,C27808,29/08/2021,Accident on slippery road,3300.0,Major
A41833,C27808,12/09/2020,Side swipe from passing vehicle,2807.0,Major
A41837,C27812,05/03/2024,Rear bumper collision,4276.0,Severe
A41838,C27812,26/12/2023,Side swipe from passing vehicle,2736.0,Major
A41839,C27812,22/10/2024,Fender scratch from curb,1628.0,Major
A41842,C27815,31/10/2020,Minor parking lot accident,3651.0,Minor
A41843,C27815,27/03/2023,Rear quarter panel dent,4494.0,Minor
A41844,C27816,03/06/2024,Rear bumper collision,3229.0,Minor
A41845,C27816,22/01/2024,Side swipe from passing vehicle,3915.0,Major
A41850,C27820,21/06/2025,Damage from pothole incident,848.0,Major
A41851,C27820,11/06/2024,Scratched paint on rear bumper,3785.0,Major
A41852,C27820,10/06/2021,Rear quarter panel dent,2624.0,Major
A41853,C27821,29/11/2023,Fender scratch from curb,2137.0,Severe
A41857,C27823,23/07/2022,Rear bumper collision,2629.0,Major
A41860,C27825,11/02/2024,Windshield damage,2269.0,Moderate
A41861,C27825,18/11/2021,Side mirror broken,4044.0,Moderate
A41862,C27825,22/01/2024,Scratched paint on rear bumper,4898.0,Minor
A41874,C27834,28/10/2021,Minor parking lot accident,3353.0,Moderate
A41875,C27834,05/06/2021,Collision with pole,4907.0,Major
A41876,C27834,20/03/2021,Accident on slippery road,4454.0,Moderate
A41877,C27835,25/08/2024,Minor parking lot accident,1939.0,Severe
A41878,C27835,07/12/2023,Minor parking lot accident,3588.0,Major
A41879,C27835,01/09/2021,Minor fender bender,4160.0,Severe
A41882,C27838,22/07/2022,Minor fender bender,4399.0,Moderate
A41883,C27838,09/11/2023,Fender scratch from curb,4278.0,Severe
A41886,C27842,09/05/2024,Side swipe from passing vehicle,363.0,Moderate
A41887,C27842,08/04/2024,Rear quarter panel dent,1175.0,Minor
A41888,C27842,17/02/2022,Rear bumper collision,2865.0,Moderate
A41891,C27845,19/05/2025,Front-end collision,3167.0,Minor
A41892,C27845,28/11/2023,Front-end collision,2258.0,Severe
A41893,C27845,26/03/2024,Rear bumper collision,3831.0,Moderate
A41897,C27848,15/07/2022,Fender scratch from curb,3047.0,Major
A41898,C27848,09/05/2024,Damage from pothole incident,2225.0,Minor
A41899,C27848,12/02/2024,Door dent from tight parking,1988.0,Minor
A41905,C27854,19/12/2023,Scratched paint on rear bumper,2367.0,Major
A41906,C27854,04/03/2024,Scratched paint on rear bumper,576.0,Moderate
A41914,C27858,17/06/2025,Hood dent from minor crash,2857.0,Minor
A41917,C27862,03/08/2024,Minor collision at roundabout,4548.0,Minor
A41924,C27866,07/02/2025,Rear quarter panel dent,1847.0,Moderate
A41945,C27881,26/06/2022,Rear-end hit at traffic light,1698.0,Moderate
A41946,C27881,15/08/2024,Fender scratch from curb,4374.0,Minor
A41954,C27888,31/05/2022,Side swipe from passing vehicle,4055.0,Minor
A41955,C27888,05/08/2024,Rear bumper collision,4446.0,Severe
A41963,C27894,18/01/2021,Rear bumper collision,3970.0,Minor
A41964,C27894,15/07/2021,Minor fender bender,718.0,Moderate
A41977,C27903,08/06/2021,Rear bumper collision,3805.0,Major
A41978,C27903,06/02/2025,Minor parking lot accident,3767.0,Major
A41979,C27903,10/01/2025,Minor parking lot accident,406.0,Minor
A41980,C27906,11/08/2023,Hood dent from minor crash,995.0,Severe
A41981,C27906,20/12/2020,Collision with pole,1734.0,Moderate
A41982,C27906,28/08/2023,Rear bumper collision,1220.0,Moderate
A41984,C27908,13/02/2025,Head-on collision,478.0,Minor
A41999,C27920,22/07/2021,Rear bumper collision,4866.0,Major
A42000,C27920,15/06/2021,Minor collision at roundabout,4523.0,Major
A42001,C27920,23/06/2024,Minor collision at roundabout,2594.0,Moderate
A42016,C27935,22/09/2020,Front-end collision,4941.0,Major
A42028,C27946,27/04/2025,Damage from pothole incident,4492.0,Moderate
A42030,C27948,10/04/2022,Minor fender bender,866.0,Moderate
A42037,C27952,05/12/2023,Front-end collision,4807.0,Major
A42042,C27956,24/12/2024,Rear quarter panel dent,3645.0,Minor
A42043,C27956,28/11/2020,Rear-end hit at traffic light,3987.0,Severe
A42045,C27958,09/11/2020,Parking lot scrape,2071.0,Moderate
A42046,C27958,06/11/2022,Minor fender bender,425.0,Minor
A42047,C27958,23/05/2024,Hood dent from minor crash,3901.0,Moderate
A42057,C27964,11/02/2024,Door dent from tight parking,3633.0,Major
A42058,C27964,05/10/2023,Front-end collision,3461.0,Minor
A42067,C27970,23/01/2025,Parking lot scrape,4387.0,Major
A42068,C27970,23/11/2023,Minor collision at roundabout,4412.0,Minor
A42069,C27970,12/05/2025,Accident on slippery road,4321.0,Severe
A42070,C27971,31/08/2021,Scratched paint on rear bumper,4052.0,Severe
A42080,C27976,08/11/2020,Side mirror broken,1343.0,Severe
A42081,C27976,24/06/2025,Parking lot scrape,2605.0,Moderate
A42082,C27976,09/12/2024,Front-end collision,2830.0,Severe
A42092,C27981,09/01/2025,Hood dent from minor crash,3322.0,Severe
A42093,C27981,19/04/2023,Rear-end hit at traffic light,136.0,Minor
A42094,C27981,30/08/2025,Tire puncture during accident,734.0,Moderate
A42098,C27984,28/08/2022,Scratched paint on rear bumper,2344.0,Major
A42099,C27984,19/06/2021,Door dent from tight parking,4125.0,Major
A42100,C27985,01/01/2025,Damage from pothole incident,835.0,Moderate
A42101,C27985,12/03/2021,Side swipe from passing vehicle,4808.0,Moderate
A42102,C27985,07/01/2022,Collision with pole,2623.0,Moderate
A42103,C27986,04/08/2023,Rear quarter panel dent,353.0,Minor
A42105,C27988,06/03/2022,Tire puncture during accident,406.0,Moderate
A42106,C27988,30/01/2023,Scratched paint on rear bumper,2253.0,Severe
A42107,C27988,22/02/2024,Front-end collision,4802.0,Minor
A42108,C27989,06/08/2022,Rear-end hit at traffic light,4771.0,Major
A42109,C27989,31/01/2021,Head-on collision,4682.0,Moderate
A42110,C27990,01/01/2022,Rear quarter panel dent,3271.0,Severe
A42112,C27992,29/01/2022,Front bumper scrape,3916.0,Moderate
A42113,C27992,19/12/2024,Side panel scratch,120.0,Severe
A42114,C27992,06/09/2023,Hood dent from minor crash,4924.0,Minor
A42120,C27996,04/01/2023,Rear bumper collision,2486.0,Major
A42121,C27997,11/06/2025,Front bumper scrape,2523.0,Minor
A42122,C27997,04/09/2023,Parking lot scrape,255.0,Moderate
A42123,C27997,29/06/2023,Damage from pothole incident,2300.0,Major
A42134,C28008,18/01/2024,Front-end collision,3270.0,Moderate
A42135,C28008,10/11/2024,Minor collision at roundabout,1136.0,Major
A42136,C28008,12/02/2025,Rear-end hit at traffic light,751.0,Major
A42139,C28011,16/10/2023,Collision with pole,1991.0,Minor
A42140,C28013,18/03/2024,Rear quarter panel dent,4272.0,Major
A42161,C28028,13/03/2024,Side swipe from passing vehicle,4179.0,Minor
A42162,C28028,13/07/2021,Rear quarter panel dent,112.0,Severe
A42163,C28028,13/11/2024,Rear-end hit at traffic light,674.0,Minor
A42169,C28035,19/06/2022,Hood dent from minor crash,4893.0,Severe
A42174,C28042,26/01/2024,Head-on collision,4193.0,Moderate
A42175,C28042,16/02/2025,Tire puncture during accident,1671.0,Moderate
A42176,C28042,16/11/2024,Fender scratch from curb,1720.0,Minor
A42181,C28049,17/03/2024,Rear-end hit at traffic light,4086.0,Major
A42182,C28049,18/03/2022,Head-on collision,4767.0,Moderate
A42183,C28049,12/02/2021,Front-end collision,3597.0,Severe
A42184,C28051,27/01/2022,Side panel scratch,4728.0,Minor
A42190,C28056,13/06/2025,Rear-end hit at traffic light,1927.0,Severe
A42191,C28056,13/09/2024,Damage from pothole incident,3943.0,Moderate
A42192,C28056,11/12/2022,Windshield damage,4742.0,Moderate
A42207,C28071,15/02/2022,Side mirror broken,1670.0,Minor
A42208,C28071,23/04/2024,Side swipe from passing vehicle,4961.0,Minor
A42209,C28071,29/03/2024,Damage from pothole incident,2611.0,Minor
A42211,C28074,09/02/2024,Minor fender bender,3980.0,Major
A42212,C28074,07/06/2024,Tire puncture during accident,1775.0,Severe
A42215,C28076,13/10/2020,Windshield damage,3383.0,Minor
A42216,C28076,03/10/2020,Side mirror broken,3953.0,Major
A42218,C28080,23/02/2025,Parking lot scrape,1779.0,Minor
A42219,C28080,03/09/2024,Front-end collision,1832.0,Severe
A42234,C28093,06/07/2022,Collision with pole,1389.0,Severe
A42235,C28093,25/04/2023,Head-on collision,4913.0,Moderate
A42236,C28093,13/03/2021,Minor fender bender,4602.0,Severe
A42247,C28099,02/09/2023,Door dent from tight parking,4243.0,Minor
A42248,C28099,20/06/2023,Accident on slippery road,1479.0,Minor
A42249,C28099,28/03/2021,Door dent from tight parking,3646.0,Severe
A42255,C28102,09/08/2025,Minor fender bender,4742.0,Minor
A42256,C28102,22/05/2021,Damage from pothole incident,3223.0,Severe
A42257,C28102,07/07/2023,Head-on collision,3858.0,Major
A42258,C28103,10/11/2024,Side swipe from passing vehicle,2940.0,Severe
A42259,C28103,30/08/2023,Minor parking lot accident,522.0,Major
A42260,C28103,21/06/2021,Collision with pole,3123.0,Severe
A42261,C28104,19/03/2022,Parking lot scrape,684.0,Major
A42262,C28104,08/08/2025,Collision with pole,3598.0,Major
A42263,C28104,15/08/2021,Rear bumper collision,3703.0,Moderate
A42268,C28108,24/12/2023,Parking lot scrape,4426.0,Moderate
A42269,C28108,06/12/2022,Front-end collision,1761.0,Severe
A42270,C28108,16/08/2022,Rear quarter panel dent,2205.0,Severe
A42280,C28112,26/04/2024,Side panel scratch,1117.0,Minor
A42281,C28112,17/11/2023,Minor fender bender,2018.0,Minor
A42282,C28112,28/05/2025,Minor fender bender,2815.0,Minor
A42287,C28118,07/12/2022,Head-on collision,1300.0,Minor
A42288,C28118,25/12/2021,Minor collision at roundabout,4664.0,Severe
A42289,C28118,10/08/2025,Minor parking lot accident,883.0,Minor
A42290,C28119,26/01/2022,Rear bumper collision,2569.0,Major
A42294,C28122,28/04/2021,Hood dent from minor crash,2821.0,Moderate
A42295,C28122,09/08/2023,Scratched paint on rear bumper,4420.0,Major
A42296,C28122,18/02/2021,Side swipe from passing vehicle,3482.0,Severe
A42297,C28123,06/10/2021,Scratched paint on rear bumper,4664.0,Severe
